Student_ID,Age,Age_Group,Gender,Academic_Level,Country,Relationship_Status,Vulnerable_Group,Most_Used_Platform,Platform_Type,Avg_Daily_Usage_Hours,Usage_Intensity,Usage_Duration_Category,Addicted_Score,Addiction_Level,High_Risk_Addiction,Mental_Health_Score,Mental_Health_Category,Mental_Health_Detail,Sleep_Hours_Per_Night,Sleep_Quality,Sleep_Quality_Detail,Conflicts_Over_Social_Media,Conflict_Level,Academic_Impact_Label
628,20,20-22 (Muda),Laki-laki,Sarjana,USA,Berpacaran,Tidak,Twitter,Teks/Diskusi,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
629,22,20-22 (Muda),Perempuan,Pascasarjana,Mexico,Lajang,Tidak,Facebook,Sosial/Komunitas,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
630,19,16-19 (Sangat Muda),Laki-laki,Sarjana,France,Berpacaran,Ya (Laki-laki Sangat Muda),Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
631,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
632,21,20-22 (Muda),Laki-laki,Sarjana,UK,Lajang,Tidak,Facebook,Sosial/Komunitas,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
633,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Italy,Berpacaran,Tidak,Twitter,Teks/Diskusi,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
634,20,20-22 (Muda),Laki-laki,Sarjana,Russia,Lajang,Tidak,Instagram,Visual/Photo,6.9,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
635,22,20-22 (Muda),Perempuan,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
636,19,16-19 (Sangat Muda),Laki-laki,Sarjana,Japan,Lajang,Ya (Laki-laki Sangat Muda),Twitter,Teks/Diskusi,4.4,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
637,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Poland,Lajang,Tidak,TikTok,Video Pendek,6.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
638,21,20-22 (Muda),Laki-laki,Sarjana,Finland,Berpacaran,Tidak,Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
639,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Spain,Lajang,Tidak,Facebook,Sosial/Komunitas,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
640,20,20-22 (Muda),Laki-laki,Sarjana,Denmark,Berpacaran,Tidak,Twitter,Teks/Diskusi,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
641,22,20-22 (Muda),Perempuan,Pascasarjana,Ireland,Lajang,Tidak,Instagram,Visual/Photo,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
642,19,16-19 (Sangat Muda),Laki-laki,Sarjana,India,Lajang,Ya (Laki-laki Sangat Muda),TikTok,Video Pendek,7.2,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
643,24,23-25 (Dewasa Muda),Perempuan,Pascasarjana,Switzerland,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
644,21,20-22 (Muda),Laki-laki,Sarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
645,23,23-25 (Dewasa Muda),Perempuan,Pascasarjana,USA,Berpacaran,Tidak,Twitter,Teks/Diskusi,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
646,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,Facebook,Sosial/Komunitas,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
647,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
648,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
649,21,20-22 (Muda),Perempuan,Sarjana,UK,Lajang,Ya (Perempuan Muda),Twitter,Teks/Diskusi,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
650,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
651,19,16-19 (Sangat Muda),Perempuan,Sarjana,Russia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
652,22,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
653,20,20-22 (Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),Twitter,Teks/Diskusi,4.3,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
654,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,TikTok,Video Pendek,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
655,21,20-22 (Muda),Perempuan,Sarjana,Finland,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
656,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Spain,Lajang,Tidak,Facebook,Sosial/Komunitas,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
657,19,16-19 (Sangat Muda),Perempuan,Sarjana,Denmark,Berpacaran,Ya (Perempuan Muda),Twitter,Teks/Diskusi,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
658,22,20-22 (Muda),Laki-laki,Pascasarjana,Ireland,Lajang,Tidak,Instagram,Visual/Photo,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
659,20,20-22 (Muda),Perempuan,Sarjana,India,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,7.1,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
660,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Switzerland,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
661,21,20-22 (Muda),Perempuan,Sarjana,Turkey,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
662,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,USA,Berpacaran,Tidak,Twitter,Teks/Diskusi,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
663,19,16-19 (Sangat Muda),Perempuan,Sarjana,Mexico,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
664,22,20-22 (Muda),Laki-laki,Pascasarjana,France,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
665,20,20-22 (Muda),Perempuan,Sarjana,Canada,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
666,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Twitter,Teks/Diskusi,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
667,21,20-22 (Muda),Perempuan,Sarjana,Italy,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
668,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,Instagram,Visual/Photo,6.9,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
669,19,16-19 (Sangat Muda),Perempuan,Sarjana,China,Berpacaran,Ya (Perempuan Muda),WeChat,Lainnya,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
670,22,20-22 (Muda),Laki-laki,Pascasarjana,Japan,Lajang,Tidak,Twitter,Teks/Diskusi,4.4,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
671,20,20-22 (Muda),Perempuan,Sarjana,Poland,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,6.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
672,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Finland,Berpacaran,Tidak,Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
673,21,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
674,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Twitter,Teks/Diskusi,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
675,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
676,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Lajang,Tidak,Facebook,Sosial/Komunitas,7.2,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
677,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
678,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
679,21,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Twitter,Teks/Diskusi,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
680,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,Facebook,Sosial/Komunitas,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
681,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
682,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
683,20,20-22 (Muda),Perempuan,Sarjana,UK,Lajang,Ya (Perempuan Muda),Twitter,Teks/Diskusi,6.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
684,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
685,21,20-22 (Muda),Perempuan,Sarjana,Russia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
686,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
687,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),Twitter,Teks/Diskusi,4.2,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
688,22,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,TikTok,Video Pendek,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
689,20,20-22 (Muda),Perempuan,Sarjana,Finland,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
690,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Spain,Lajang,Tidak,Facebook,Sosial/Komunitas,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
691,21,20-22 (Muda),Perempuan,Sarjana,Denmark,Berpacaran,Ya (Perempuan Muda),Twitter,Teks/Diskusi,4.6,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
692,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Ireland,Lajang,Tidak,Instagram,Visual/Photo,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
693,19,16-19 (Sangat Muda),Perempuan,Sarjana,India,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,7.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
694,22,20-22 (Muda),Laki-laki,Pascasarjana,Switzerland,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
695,20,20-22 (Muda),Perempuan,Sarjana,Turkey,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.6,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
696,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,USA,Berpacaran,Tidak,Twitter,Teks/Diskusi,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
697,21,20-22 (Muda),Perempuan,Sarjana,Mexico,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
698,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,France,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.8,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
699,19,16-19 (Sangat Muda),Perempuan,Sarjana,Canada,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
700,22,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Twitter,Teks/Diskusi,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
701,20,20-22 (Muda),Perempuan,Sarjana,Italy,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,4.7,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
702,23,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),5,Tinggi,Terdampak
703,21,20-22 (Muda),Perempuan,Sarjana,China,Berpacaran,Ya (Perempuan Muda),WeChat,Lainnya,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
704,24,23-25 (Dewasa Muda),Laki-laki,Pascasarjana,Japan,Lajang,Tidak,Twitter,Teks/Diskusi,4.3,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
705,19,16-19 (Sangat Muda),Perempuan,Sarjana,Poland,Lajang,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
